Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Distribution des revenus déclarés par unité de consommation et composition du revenu déclaré - Ensemble;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 25/04/2019       Géographie au 01/01/2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Nbre d'unités de consommation dans les ménages fiscaux;Part des ménages fiscaux imposés (%);1er quartile (€);Médiane (€);3e quartile (€);Ecart interquartile (€);1er décile (€);2e décile (€);3e décile  (€);4e décile (€) ;6e décile (€);7e décile (€);8e décile (€) ;9e décile (€);Rapport interdécile D9/D1;S80/S20;Indice de Gini;Part des salaires et traitements hors chômage (%);Part des indemnités chômage (%);Part des revenus d'activités non salariées (%);Part des pensions, retraites et rentes (%);Part des autres revenus (%);;;;;
CODGEO;LIBGEO;NBMEN14;NBPERS14;NBUC14;PMIMP14;Q114;Q214;Q314;Q3_Q1;D114;D214;D314;D414;D614;D714;D814;D914;RD;S80S2014;GI14;PTSA14;PCHO14;PBEN14;PPEN14;PAUT14;;;;;
86149;Martaizé;175;383;269.0;;;17286.0;;;;;;;;;;;;;;;;;;;;;;;
86150;Massognes;124;293;196.4;;;20804.0;;;;;;;;;;;;;;;;;;;;;;;
86151;Maulay;75;181;122.0;;;16724.0;;;;;;;;;;;;;;;;;;;;;;;
86152;Mauprévoir;278;588;418.8;;;16929.0;;;;;;;;;;;;;;;;;;;;;;;
86153;Mazerolles;364;841;572.7;;;19170.0;;;;;;;;;;;;;;;;;;;;;;;
86154;Mazeuil;119;256;181.0;;;19698.0;;;;;;;;;;;;;;;;;;;;;;;
86156;Messemé;89;229;148.7;;;19353.0;;;;;;;;;;;;;;;;;;;;;;;
86157;Mignaloux-Beauvoir;1713;4150;2789.6;76;19100.0;26584.0;36626.0;17526.0;12934.0;17314.0;20538.0;23456.0;30176.0;34370.0;39878.0;50266.0;3.9;5.3;0.3;61.3;1.7;5.2;23.0;8.8;;;;;
86158;Migné-Auxances;2444;5963;4012.0;68;16376.0;22806.0;30700.0;14324.0;10534.0;14808.0;17650.0;20224.0;25552.0;28716.0;33168.0;41464.0;3.9;4.9;0.3;62.7;2.3;4.4;26.3;4.3;;;;;
86159;Millac;239;509;363.6;;;17100.0;;;;;;;;;;;;;;;;;;;;;;;
86160;Mirebeau;936;2093;1438.3;44;10792.0;16863.0;23056.0;12264.0;4976.0;9206.0;12252.0;14464.0;19008.0;21226.0;24778.0;30802.0;6.2;7.9;0.3;55.3;3.8;5.3;31.2;4.4;;;;;
86161;Moncontour;425;924;646.2;;;17129.0;;;;;;;;;;;;;;;;;;;;;;;
86162;Mondion;51;105;75.2;;;20044.0;;;;;;;;;;;;;;;;;;;;;;;
86163;Montamisé;1395;3632;2377.1;76;19132.0;25214.0;33674.0;14542.0;13850.0;17824.0;20016.0;22490.0;27948.0;31690.0;36306.0;46050.0;3.3;4.1;0.3;64.0;1.6;5.7;23.6;5.1;;;;;
86164;Monthoiron;277;679;451.3;;;19498.0;;;;;;;;;;;;;;;;;;;;;;;
86165;Montmorillon;2814;5654;4107.5;54;13450.0;19202.0;26144.0;12694.0;7948.0;12322.0;14644.0;17128.0;21640.0;24150.0;28306.0;35672.0;4.5;5.8;0.3;48.9;2.3;5.2;38.7;4.9;;;;;
86166;Montreuil-Bonnin;289;760;488.0;;;19394.0;;;;;;;;;;;;;;;;;;;;;;;
86167;Monts-sur-Guesnes;296;630;440.4;;;15924.0;;;;;;;;;;;;;;;;;;;;;;;
86169;Morton;141;343;226.1;;;16036.0;;;;;;;;;;;;;;;;;;;;;;;
86170;Moulismes;165;371;256.6;;;18524.0;;;;;;;;;;;;;;;;;;;;;;;
86171;Moussac;217;429;314.6;;;18420.0;;;;;;;;;;;;;;;;;;;;;;;
86172;Mouterre-sur-Blourde;54;105;76.3;;;14478.0;;;;;;;;;;;;;;;;;;;;;;;
86173;Mouterre-Silly;290;711;479.5;;;18032.0;;;;;;;;;;;;;;;;;;;;;;;
86174;Naintré;2502;5897;4009.7;60;15110.0;20146.0;26084.0;10974.0;9536.0;13572.0;16260.0;18332.0;22254.0;24642.0;27734.0;33490.0;3.5;4.4;0.3;59.6;3.1;3.3;30.6;3.4;;;;;
86175;Nalliers;141;309;216.3;;;16374.0;;;;;;;;;;;;;;;;;;;;;;;
86176;Nérignac;59;126;90.8;;;17536.0;;;;;;;;;;;;;;;;;;;;;;;
86177;Neuville-de-Poitou;2260;5106;3500.3;58;15044.0;20704.0;27202.0;12158.0;10174.0;13794.0;16264.0;18676.0;22730.0;25366.0;29160.0;37026.0;3.6;4.7;0.3;60.5;3.3;4.1;27.3;4.8;;;;;
86178;Nieuil-l'Espoir;960;2490;1627.8;63;16748.0;21506.0;27381.0;10633.0;12757.0;15702.0;17854.0;19610.0;23283.0;26038.0;28740.0;34388.0;2.7;3.3;0.2;68.4;2.2;4.0;22.3;3.1;;;;;
86180;Nouaillé-Maupertuis;1086;2778;1831.8;75;19146.0;25322.0;32480.0;13334.0;13604.0;17666.0;20716.0;22934.0;27749.0;31144.0;35466.0;42924.0;3.2;3.9;0.3;63.3;1.7;5.3;26.7;3.0;;;;;
86181;Nueil-sous-Faye;102;222;155.8;;;15898.0;;;;;;;;;;;;;;;;;;;;;;;
86182;Orches;166;415;275.4;;;17092.0;;;;;;;;;;;;;;;;;;;;;;;
86183;Les Ormes;695;1661;1116.1;;;19020.0;;;;;;;;;;;;;;;;;;;;;;;
86184;Ouzilly;360;929;607.1;;;18792.0;;;;;;;;;;;;;;;;;;;;;;;
86186;Oyré;398;987;659.7;;;20970.0;;;;;;;;;;;;;;;;;;;;;;;
86187;Paizay-le-Sec;191;470;312.9;;;17736.0;;;;;;;;;;;;;;;;;;;;;;;
86188;Payré;442;1044;704.4;;;18904.0;;;;;;;;;;;;;;;;;;;;;;;
86189;Payroux;161;352;248.7;;;15588.0;;;;;;;;;;;;;;;;;;;;;;;
86190;Persac;367;779;550.9;;;16974.0;;;;;;;;;;;;;;;;;;;;;;;
86191;Pindray;108;254;174.8;;;19420.0;;;;;;;;;;;;;;;;;;;;;;;
86192;Plaisance;66;153;105.7;;;17854.0;;;;;;;;;;;;;;;;;;;;;;;
86193;Pleumartin;506;1133;785.6;;;16944.0;;;;;;;;;;;;;;;;;;;;;;;
86194;Poitiers;36320;69778;50791.5;50;9566.0;18138.0;27080.0;17514.0;2598.0;7570.0;11528.0;15038.0;21238.0;24836.0;29880.0;38660.0;14.9;15.8;0.4;59.4;3.5;4.7;28.0;4.4;;;;;
86195;Port-de-Piles;233;557;372.4;;;17362.0;;;;;;;;;;;;;;;;;;;;;;;
86196;Pouançay;94;235;155.9;;;19094.0;;;;;;;;;;;;;;;;;;;;;;;
86197;Pouant;179;422;289.0;;;17388.0;;;;;;;;;;;;;;;;;;;;;;;
86198;Pouillé;237;654;416.8;;;21090.0;;;;;;;;;;;;;;;;;;;;;;;
86200;Pressac;259;541;386.3;;;16622.0;;;;;;;;;;;;;;;;;;;;;;;
86201;Prinçay;95;198;140.7;;;18458.0;;;;;;;;;;;;;;;;;;;;;;;
86202;La Puye;216;482;332.4;;;17714.0;;;;;;;;;;;;;;;;;;;;;;;
86203;Queaux;241;475;348.6;;;17710.0;;;;;;;;;;;;;;;;;;;;;;;
86204;Quinçay;808;2191;1415.0;69;17784.0;23422.0;30214.0;12430.0;13246.0;16742.0;18954.0;20946.0;25922.0;28416.0;32256.0;39728.0;3.0;4.0;0.3;65.4;2.2;3.8;22.1;6.5;;;;;
86205;Ranton;81;186;125.9;;;17024.0;;;;;;;;;;;;;;;;;;;;;;;
86206;Raslay;57;130;89.1;;;13780.0;;;;;;;;;;;;;;;;;;;;;;;
86207;La Roche-Posay;726;1498;1073.3;;;18822.0;;;;;;;;;;;;;;;;;;;;;;;
86208;Le Rochereau;315;823;533.1;;;19578.0;;;;;;;;;;;;;;;;;;;;;;;
86209;Roches-Prémarie-Andillé;800;1994;1322.5;;;21842.0;;;;;;;;;;;;;;;;;;;;;;;
86210;Roiffé;299;747;491.7;;;17854.0;;;;;;;;;;;;;;;;;;;;;;;
86211;Romagne;393;850;594.4;;;15124.0;;;;;;;;;;;;;;;;;;;;;;;
86213;Rouillé;1080;2413;1663.8;47;13748.0;18541.0;24758.0;11010.0;9656.0;12156.0;14658.0;16840.0;20886.0;23160.0;26560.0;31664.0;3.3;4.2;0.3;56.7;2.6;6.6;29.8;4.3;;;;;
86214;Saint-Benoît;3179;6903;4851.8;67;17134.0;24372.0;33514.0;16380.0;10784.0;15450.0;18832.0;21520.0;27616.0;31392.0;37258.0;47814.0;4.4;6.1;0.3;54.1;1.7;5.9;31.8;6.5;;;;;
86217;Saint-Christophe;134;332;222.5;;;16718.0;;;;;;;;;;;;;;;;;;;;;;;
86218;Saint-Clair;87;204;138.5;;;16992.0;;;;;;;;;;;;;;;;;;;;;;;
86219;Saint-Cyr;421;1116;718.0;;;21115.0;;;;;;;;;;;;;;;;;;;;;;;
86220;Saint-Gaudent;137;313;217.7;;;19488.0;;;;;;;;;;;;;;;;;;;;;;;
86221;Saint-Genest-d'Ambière;490;1209;807.7;;;19186.0;;;;;;;;;;;;;;;;;;;;;;;
86222;Saint-Georges-lès-Baillargeaux;1646;4047;2696.4;66;16856.0;22446.0;29912.0;13056.0;11446.0;15368.0;18020.0;20006.0;25364.0;28060.0;31918.0;38582.0;3.4;4.4;0.3;66.7;2.7;3.6;23.1;3.9;;;;;
86223;Saint-Germain;458;972;691.2;;;17658.0;;;;;;;;;;;;;;;;;;;;;;;
86224;Saint-Gervais-les-Trois-Clochers;538;1288;868.3;;;18470.0;;;;;;;;;;;;;;;;;;;;;;;
86225;Saint-Jean-de-Sauves;565;1304;892.6;;;16706.0;;;;;;;;;;;;;;;;;;;;;;;
86226;Saint-Julien-l'Ars;1069;2590;1733.0;66;17420.0;22589.0;29184.0;11764.0;12232.0;16086.0;18386.0;20436.0;24612.0;27224.0;31748.0;37522.0;3.1;3.8;0.3;62.9;1.8;5.0;24.9;5.4;;;;;
86227;Saint-Laon;58;140;95.0;;;16225.0;;;;;;;;;;;;;;;;;;;;;;;
86228;Saint-Laurent-de-Jourdes;74;189;121.9;;;18350.0;;;;;;;;;;;;;;;;;;;;;;;
86229;Saint-Léger-de-Montbrillais;173;370;260.5;;;16900.0;;;;;;;;;;;;;;;;;;;;;;;
86230;Saint-Léomer;82;184;128.2;;;17675.0;;;;;;;;;;;;;;;;;;;;;;;
86231;Saint-Macoux;217;489;341.4;;;17288.0;;;;;;;;;;;;;;;;;;;;;;;
86233;Valdivienne;1194;2784;1887.9;53;14996.0;20300.0;26300.0;11304.0;10074.0;13820.0;16064.0;18096.0;22382.0;24578.0;27904.0;33776.0;3.4;4.1;0.3;64.6;2.6;2.8;26.2;3.8;;;;;
86234;Saint-Martin-l'Ars;195;388;283.4;;;17162.0;;;;;;;;;;;;;;;;;;;;;;;
86235;Saint-Maurice-la-Clouère;526;1344;881.0;;;19022.0;;;;;;;;;;;;;;;;;;;;;;;
86236;Saint-Pierre-de-Maillé;375;826;579.3;;;18070.0;;;;;;;;;;;;;;;;;;;;;;;
86237;Saint-Pierre-d'Exideuil;327;763;524.2;;;18992.0;;;;;;;;;;;;;;;;;;;;;;;
86239;Sainte-Radégonde;75;160;113.2;;;19700.0;;;;;;;;;;;;;;;;;;;;;;;
86241;Saint-Rémy-sur-Creuse;186;403;281.6;;;18270.0;;;;;;;;;;;;;;;;;;;;;;;
86242;Saint-Romain;180;389;273.3;;;14252.0;;;;;;;;;;;;;;;;;;;;;;;
86244;Saint-Sauvant;575;1324;901.4;;;18200.0;;;;;;;;;;;;;;;;;;;;;;;
86245;Saint-Sauveur;437;1110;733.9;;;20810.0;;;;;;;;;;;;;;;;;;;;;;;
86246;Saint-Savin;418;771;579.2;;;17985.0;;;;;;;;;;;;;;;;;;;;;;;
86247;Saint-Saviol;237;528;365.6;;;17880.0;;;;;;;;;;;;;;;;;;;;;;;
86248;Saint-Secondin;250;513;366.1;;;16324.0;;;;;;;;;;;;;;;;;;;;;;;
86249;Saires;56;117;84.3;;;16466.0;;;;;;;;;;;;;;;;;;;;;;;
86250;Saix;103;282;179.3;;;16786.0;;;;;;;;;;;;;;;;;;;;;;;
86252;Sammarçolles;261;651;432.0;;;18028.0;;;;;;;;;;;;;;;;;;;;;;;
86253;Sanxay;259;569;397.2;;;17292.0;;;;;;;;;;;;;;;;;;;;;;;
86254;Saulgé;465;1030;718.0;;;19048.0;;;;;;;;;;;;;;;;;;;;;;;
86255;Savigné;597;1357;940.7;;;17352.0;;;;;;;;;;;;;;;;;;;;;;;
86256;Savigny-Lévescault;452;1201;780.6;;;23482.0;;;;;;;;;;;;;;;;;;;;;;;
86257;Savigny-sous-Faye;147;364;240.0;;;18270.0;;;;;;;;;;;;;;;;;;;;;;;
86258;Scorbé-Clairvaux;980;2300;1564.8;58;15020.0;20047.0;26112.0;11092.0;10118.0;13954.0;16238.0;18200.0;21598.0;24534.0;27448.0;34316.0;3.4;4.2;0.3;59.7;3.0;3.6;30.4;3.3;;;;;
86259;Senillé;286;729;480.8;;;21352.0;;;;;;;;;;;;;;;;;;;;;;;
86260;Sérigny;142;314;219.0;;;17478.0;;;;;;;;;;;;;;;;;;;;;;;
86261;Sèvres-Anxaumont;856;2109;1411.9;74;18108.0;24460.0;31932.0;13824.0;13690.0;16434.0;19576.0;21984.0;27260.0;30002.0;34682.0;44040.0;3.2;4.3;0.3;61.5;1.4;5.2;25.5;6.4;;;;;
86262;Sillars;260;608;417.6;;;18579.0;;;;;;;;;;;;;;;;;;;;;;;
86263;Smarves;1110;2658;1794.2;67;17078.0;22786.0;29310.0;12232.0;12564.0;15540.0;18280.0;20262.0;25080.0;28004.0;31288.0;38476.0;3.1;3.9;0.3;56.9;1.9;4.5;32.4;4.3;;;;;
86264;Sommières-du-Clain;326;726;506.1;;;16006.0;;;;;;;;;;;;;;;;;;;;;;;
86265;Sossais;187;463;305.7;;;19568.0;;;;;;;;;;;;;;;;;;;;;;;
86266;Surin;52;104;75.6;;;14746.0;;;;;;;;;;;;;;;;;;;;;;;
86268;Tercé;458;1161;764.0;;;21212.0;;;;;;;;;;;;;;;;;;;;;;;
86269;Ternay;86;187;130.7;;;17208.0;;;;;;;;;;;;;;;;;;;;;;;
86270;Thollet;78;150;111.4;;;16142.0;;;;;;;;;;;;;;;;;;;;;;;
86271;Thurageau;325;815;536.7;;;19078.0;;;;;;;;;;;;;;;;;;;;;;;
86272;Thuré;1177;2902;1941.8;65;16602.0;21426.0;27296.0;10694.0;12406.0;15464.0;17466.0;19396.0;23230.0;25840.0;29034.0;34604.0;2.8;3.5;0.2;62.0;2.6;2.4;29.2;3.8;;;;;
86273;La Trimouille;442;895;647.3;;;17158.0;;;;;;;;;;;;;;;;;;;;;;;
86274;Les Trois-Moutiers;424;983;669.1;;;17144.0;;;;;;;;;;;;;;;;;;;;;;;
86275;Usseau;233;629;405.8;;;19762.0;;;;;;;;;;;;;;;;;;;;;;;
86276;Usson-du-Poitou;564;1185;845.7;;;16620.0;;;;;;;;;;;;;;;;;;;;;;;
86277;Varennes;138;356;235.2;;;19904.0;;;;;;;;;;;;;;;;;;;;;;;
86278;Vaux;350;822;559.5;;;18168.0;;;;;;;;;;;;;;;;;;;;;;;
86279;Vaux-sur-Vienne;235;587;391.0;;;19184.0;;;;;;;;;;;;;;;;;;;;;;;
86280;Vellèches;168;385;262.8;;;16994.0;;;;;;;;;;;;;;;;;;;;;;;
86281;Vendeuvre-du-Poitou;1259;3169;2078.3;55;14558.0;19728.0;25846.0;11288.0;10360.0;13548.0;15928.0;17948.0;21856.0;24322.0;27218.0;33126.0;3.2;4.2;0.3;65.8;2.8;5.1;22.3;4.0;;;;;
86284;Vernon;266;671;439.7;;;19748.0;;;;;;;;;;;;;;;;;;;;;;;
86285;Verrières;403;984;656.9;;;20510.0;;;;;;;;;;;;;;;;;;;;;;;
86286;Verrue;177;390;272.5;;;16678.0;;;;;;;;;;;;;;;;;;;;;;;
86287;Vézières;150;369;245.6;;;17114.0;;;;;;;;;;;;;;;;;;;;;;;
86288;Vicq-sur-Gartempe;323;651;473.8;;;17508.0;;;;;;;;;;;;;;;;;;;;;;;
86289;Le Vigeant;307;627;453.2;;;16700.0;;;;;;;;;;;;;;;;;;;;;;;
86290;La Villedieu-du-Clain;639;1615;1061.1;;;20368.0;;;;;;;;;;;;;;;;;;;;;;;
86292;Villiers;332;902;577.7;;;20370.0;;;;;;;;;;;;;;;;;;;;;;;
86293;Vivonne;1561;3571;2448.4;54;14452.0;19956.0;26556.0;12104.0;9694.0;13036.0;15752.0;17990.0;22408.0;25020.0;28556.0;35666.0;3.7;4.7;0.3;59.4;2.9;5.5;26.8;5.4;;;;;
86294;Vouillé;1457;3627;2401.2;57;15404.0;20256.0;26452.0;11048.0;10956.0;13972.0;16376.0;18512.0;22204.0;24740.0;28250.0;35122.0;3.2;4.0;0.3;61.9;2.5;5.0;26.3;4.3;;;;;
86295;Voulême;192;381;278.3;;;19030.0;;;;;;;;;;;;;;;;;;;;;;;
86296;Voulon;176;469;301.5;;;19372.0;;;;;;;;;;;;;;;;;;;;;;;
86297;Vouneuil-sous-Biard;2322;5691;3813.9;69;17298.0;23226.0;30482.0;13184.0;12216.0;16034.0;18692.0;20840.0;25806.0;28776.0;32444.0;39430.0;3.2;4.2;0.3;61.6;2.4;4.1;27.1;4.8;;;;;
86298;Vouneuil-sur-Vienne;869;2175;1433.2;57;14478.0;20080.0;25738.0;11260.0;9186.0;13070.0;15440.0;18012.0;22222.0;24563.0;27296.0;33230.0;3.6;4.8;0.3;59.1;3.1;5.5;26.9;5.4;;;;;
86299;Vouzailles;227;608;388.2;;;19020.0;;;;;;;;;;;;;;;;;;;;;;;
86300;Yversay;172;478;299.5;;;20592.0;;;;;;;;;;;;;;;;;;;;;;;
87001;Aixe-sur-Vienne;2592;5717;3983.2;60;14992.0;21014.0;28514.0;13522.0;8464.0;13470.0;16350.0;18708.0;23770.0;26532.0;31194.0;38186.0;4.5;5.7;0.3;53.8;2.1;4.2;35.9;4.0;;;;;
87002;Ambazac;2379;5596;3794.8;57;15148.0;20448.0;26310.0;11162.0;9974.0;13688.0;16672.0;18712.0;22316.0;24798.0;27786.0;33964.0;3.4;4.4;0.3;58.6;2.6;4.0;31.3;3.5;;;;;
87003;Arnac-la-Poste;427;936;660.0;;;17015.0;;;;;;;;;;;;;;;;;;;;;;;
87004;Augne;53;101;74.3;;;18892.0;;;;;;;;;;;;;;;;;;;;;;;
87005;Aureil;389;989;653.5;;;23962.0;;;;;;;;;;;;;;;;;;;;;;;
87006;Azat-le-Ris;113;226;166.3;;;17068.0;;;;;;;;;;;;;;;;;;;;;;;
87007;Balledent;95;195;140.0;;;15978.0;;;;;;;;;;;;;;;;;;;;;;;
87008;La Bazeuge;61;126;90.1;;;17624.0;;;;;;;;;;;;;;;;;;;;;;;
87009;Beaumont-du-Lac;72;151;108.3;;;17518.0;;;;;;;;;;;;;;;;;;;;;;;
87011;Bellac;1946;3685;2725.2;43;10458.0;17213.0;23512.0;13054.0;3196.0;8274.0;12104.0;14606.0;19566.0;22098.0;25310.0;32282.0;10.1;11.6;0.4;43.7;2.6;5.8;43.8;4.1;;;;;
87012;Berneuil;187;422;291.1;;;16578.0;;;;;;;;;;;;;;;;;;;;;;;
87013;Bersac-sur-Rivalier;274;631;432.2;;;18012.0;;;;;;;;;;;;;;;;;;;;;;;
87014;Bessines-sur-Gartempe;1311;2838;1993.8;48;13646.0;18928.0;25692.0;12046.0;9070.0;12315.0;14832.0;16922.0;20789.0;23750.0;27928.0;33444.0;3.7;4.9;0.3;54.3;2.9;4.7;34.9;3.2;;;;;
87015;Beynac;251;676;434.4;;;22514.0;;;;;;;;;;;;;;;;;;;;;;;
87016;Les Billanges;140;302;211.4;;;16784.0;;;;;;;;;;;;;;;;;;;;;;;
87017;Blanzac;207;495;334.7;;;18316.0;;;;;;;;;;;;;;;;;;;;;;;
87018;Blond;309;699;484.5;;;17582.0;;;;;;;;;;;;;;;;;;;;;;;
87019;Boisseuil;1116;2967;1940.5;77;18922.0;25070.0;32178.0;13256.0;13834.0;17380.0;20180.0;22848.0;27198.0;30184.0;34618.0;41478.0;3.0;3.9;0.3;66.5;1.9;4.3;22.9;4.4;;;;;
87020;Bonnac-la-Côte;629;1712;1099.0;;;21312.0;;;;;;;;;;;;;;;;;;;;;;;
87021;Bosmie-l'Aiguille;1031;2538;1699.0;70;17560.0;23153.0;30203.0;12643.0;13088.0;15764.0;19200.0;21440.0;25584.0;28366.0;31960.0;37640.0;2.9;3.6;0.2;64.3;1.8;3.4;27.4;3.1;;;;;
87022;Breuilaufa;63;145;100.2;;;18826.0;;;;;;;;;;;;;;;;;;;;;;;
87023;Le Buis;81;182;126.7;;;21522.0;;;;;;;;;;;;;;;;;;;;;;;
87024;Bujaleuf;416;806;593.4;;;16626.0;;;;;;;;;;;;;;;;;;;;;;;
87025;Burgnac;325;853;555.1;;;21218.0;;;;;;;;;;;;;;;;;;;;;;;
87026;Bussière-Boffy;148;281;209.6;;;13372.0;;;;;;;;;;;;;;;;;;;;;;;
87027;Bussière-Galant;628;1263;922.4;;;18210.0;;;;;;;;;;;;;;;;;;;;;;;
87028;Bussière-Poitevine;435;824;612.6;;;15962.0;;;;;;;;;;;;;;;;;;;;;;;
87029;Les Cars;247;530;370.4;;;18256.0;;;;;;;;;;;;;;;;;;;;;;;
87030;Chaillac-sur-Vienne;514;1274;848.5;;;21172.0;;;;;;;;;;;;;;;;;;;;;;;
87031;Le Chalard;134;302;211.3;;;17538.0;;;;;;;;;;;;;;;;;;;;;;;
87032;Châlus;783;1491;1103.1;;;18200.0;;;;;;;;;;;;;;;;;;;;;;;
87033;Chamboret;339;787;537.0;;;17768.0;;;;;;;;;;;;;;;;;;;;;;;
87034;Champagnac-la-Rivière;268;558;400.7;;;17764.0;;;;;;;;;;;;;;;;;;;;;;;
87035;Champnétery;232;566;379.4;;;18000.0;;;;;;;;;;;;;;;;;;;;;;;
87036;Champsac;296;644;451.8;;;17334.0;;;;;;;;;;;;;;;;;;;;;;;
87037;La Chapelle-Montbrandeix;113;222;165.3;;;16766.0;;;;;;;;;;;;;;;;;;;;;;;
87038;Chaptelat;814;2171;1405.8;71;16662.0;22476.0;28604.0;11942.0;11962.0;15486.0;17912.0;20156.0;24434.0;26748.0;31314.0;37490.0;3.1;3.9;0.3;66.7;1.8;4.3;23.8;3.4;;;;;
87039;Château-Chervix;351;779;542.7;;;18888.0;;;;;;;;;;;;;;;;;;;;;;;
87040;Châteauneuf-la-Forêt;703;1456;1042.5;;;18364.0;;;;;;;;;;;;;;;;;;;;;;;
87041;Châteauponsac;1007;2062;1482.6;44;12280.0;17850.0;23310.0;11030.0;8012.0;11212.0;13666.0;15872.0;20042.0;22226.0;25008.0;30486.0;3.8;5.2;0.3;44.4;2.5;7.5;42.3;3.3;;;;;
87042;Le Châtenet-en-Dognon;172;382;266.0;;;18584.0;;;;;;;;;;;;;;;;;;;;;;;
87043;Cheissoux;89;184;132.9;;;14456.0;;;;;;;;;;;;;;;;;;;;;;;
87044;Chéronnac;149;295;217.2;;;15060.0;;;;;;;;;;;;;;;;;;;;;;;
87045;Cieux;431;965;666.2;;;18270.0;;;;;;;;;;;;;;;;;;;;;;;
87046;Cognac-la-Forêt;506;1133;780.3;;;19242.0;;;;;;;;;;;;;;;;;;;;;;;
87047;Compreignac;777;1860;1245.6;;;19998.0;;;;;;;;;;;;;;;;;;;;;;;
87048;Condat-sur-Vienne;2104;5301;3511.0;68;16646.0;23012.0;30114.0;13468.0;10274.0;15052.0;17846.0;20506.0;25716.0;28410.0;32326.0;39202.0;3.8;4.6;0.3;60.0;2.5;4.7;29.8;3.0;;;;;
87049;Coussac-Bonneval;612;1314;935.8;;;18018.0;;;;;;;;;;;;;;;;;;;;;;;
87050;Couzeix;3745;9034;6091.2;68;16610.0;23196.0;30908.0;14298.0;10548.0;15008.0;17938.0;20550.0;25900.0;29054.0;33110.0;40122.0;3.8;5.1;0.3;56.9;1.9;4.3;32.4;4.5;;;;;
87051;La Croisille-sur-Briance;330;646;472.5;;;17590.0;;;;;;;;;;;;;;;;;;;;;;;
87052;La Croix-sur-Gartempe;87;181;128.2;;;17102.0;;;;;;;;;;;;;;;;;;;;;;;
87053;Cromac;119;251;179.4;;;15694.0;;;;;;;;;;;;;;;;;;;;;;;
87054;Cussac;540;1063;777.1;;;16796.0;;;;;;;;;;;;;;;;;;;;;;;
87055;Darnac;205;381;286.0;;;15166.0;;;;;;;;;;;;;;;;;;;;;;;
87056;Dinsac;106;246;172.2;;;18244.0;;;;;;;;;;;;;;;;;;;;;;;
87057;Dompierre-les-Églises;175;356;257.7;;;17616.0;;;;;;;;;;;;;;;;;;;;;;;
87058;Domps;62;111;85.1;;;14092.0;;;;;;;;;;;;;;;;;;;;;;;
87059;Le Dorat;802;1490;1120.2;;;17682.0;;;;;;;;;;;;;;;;;;;;;;;
87060;Dournazac;313;637;458.2;;;16230.0;;;;;;;;;;;;;;;;;;;;;;;
87061;Droux;184;361;265.9;;;17416.0;;;;;;;;;;;;;;;;;;;;;;;
87062;Eybouleuf;160;428;275.6;;;19682.0;;;;;;;;;;;;;;;;;;;;;;;
87063;Eyjeaux;489;1299;836.4;;;22346.0;;;;;;;;;;;;;;;;;;;;;;;
87064;Eymoutiers;964;1803;1347.1;;;17548.0;;;;;;;;;;;;;;;;;;;;;;;
87065;Feytiat;2580;6164;4164.6;68;16762.0;23440.0;31068.0;14306.0;10786.0;15136.0;18146.0;20818.0;25972.0;29126.0;33306.0;40770.0;3.8;4.8;0.3;59.9;2.4;3.4;30.1;4.2;;;;;
87066;Flavignac;458;1046;718.9;;;18008.0;;;;;;;;;;;;;;;;;;;;;;;
87067;Folles;224;469;337.4;;;16182.0;;;;;;;;;;;;;;;;;;;;;;;
87068;Fromental;220;517;353.1;;;18660.0;;;;;;;;;;;;;;;;;;;;;;;
87069;Gajoubert;56;133;90.3;;;15288.0;;;;;;;;;;;;;;;;;;;;;;;
87070;La Geneytouse;365;919;608.9;;;21766.0;;;;;;;;;;;;;;;;;;;;;;;
87071;Glandon;341;794;545.6;;;19178.0;;;;;;;;;;;;;;;;;;;;;;;
87072;Glanges;216;513;346.1;;;18958.0;;;;;;;;;;;;;;;;;;;;;;;
87073;Gorre;182;401;279.3;;;18990.0;;;;;;;;;;;;;;;;;;;;;;;
87074;Les Grands-Chézeaux;117;243;174.6;;;18094.0;;;;;;;;;;;;;;;;;;;;;;;
87075;Isle;3490;7609;5343.2;67;16840.0;23842.0;33218.0;16378.0;10182.0;15130.0;18378.0;21220.0;26952.0;30880.0;36518.0;45894.0;4.5;6.0;0.3;52.5;1.6;4.8;36.6;4.5;;;;;
87076;Jabreilles-les-Bordes;109;242;168.8;;;19908.0;;;;;;;;;;;;;;;;;;;;;;;
87077;Janailhac;212;548;359.4;;;18736.0;;;;;;;;;;;;;;;;;;;;;;;
87078;Javerdat;283;685;456.7;;;18684.0;;;;;;;;;;;;;;;;;;;;;;;
87079;La Jonchère-Saint-Maurice;361;827;565.4;;;18484.0;;;;;;;;;;;;;;;;;;;;;;;
87080;Jouac;94;189;137.6;;;15906.0;;;;;;;;;;;;;;;;;;;;;;;
87081;Jourgnac;424;1116;726.5;;;22748.0;;;;;;;;;;;;;;;;;;;;;;;
